Index,Scenario,Ordering
1487,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'red']]"
1488,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_turn_left', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'green', 'white']]"
1489,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green'], ['red']]"
1490,"{'right': 'crosswalk', 'down': 'red_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk', 'red']]"
1491,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'white_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['green', 'crosswalk'], ['white']]"
1492,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['white']]"
1493,"{'right': 'white_car_turn_left', 'down': 'green_car_turn_right', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red'], ['white', 'green']]"
1494,"{'right': 'white_car_straight', 'down': 'red_car_straight', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white'], ['red', 'green']]"
1495,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk'], ['green']]"
1496,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'red_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['white', 'red'], ['green']]"
1497,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green'], ['white']]"
1498,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'green_car_straight', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['green', 'white'], ['red']]"
1499,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_left', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['red', 'green']]"
1500,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red', 'green']]"
1501,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk']]"
1502,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_straight', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'white'], ['green']]"
1503,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_straight', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk'], ['white']]"
1504,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_straight', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['green'], ['red']]"
1505,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['green', 'white']]"
1506,"{'right': 'green_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'crosswalk', 'red']]"
1507,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_turn_right', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'green'], ['white']]"
1508,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'stop_horizontal'}","[['green', 'white']]"
1509,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['red']]"
1510,"{'right': 'green_car_turn_right', 'down': 'white_car_turn_right', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white', 'green'], ['red']]"
1511,"{'right': 'crosswalk', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red'], ['green']]"
1512,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['white', 'green']]"
1513,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'white_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white'], ['green']]"
1514,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'red']]"
1515,"{'right': 'white_car_straight', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'stop_vertical'}","[['white', 'green'], ['red']]"
1516,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'green_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk'], ['green']]"
1517,"{'right': 'white_car_turn_left', 'down': 'green_car_straight', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['green', 'red'], ['white']]"
1518,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'red_car_turn_left', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['red'], ['white'], ['green']]"
1519,"{'right': 'green_car_straight', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green', 'white']]"
1520,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['green', 'crosswalk'], ['red']]"
1521,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['red', 'green', 'white']]"
1522,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'green_car_straight', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['green'], ['white']]"
1523,"{'right': 'green_car_straight', 'down': 'crosswalk', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'crosswalk', 'red']]"
1524,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk'], ['red']]"
1525,"{'right': 'white_car_turn_left', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk'], ['green']]"
1526,"{'right': 'crosswalk', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['green']]"
1527,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'white', 'green']]"
1528,"{'right': 'red_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['white'], ['red']]"
1529,"{'right': 'white_car_straight', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['white', 'crosswalk'], ['green']]"
1530,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['white', 'green']]"
1531,"{'right': 'red_car_turn_left', 'down': 'crosswalk', 'left': 'white_car_straight', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['green'], ['red']]"
1532,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'green_car_straight', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['green'], ['red'], ['white']]"
1533,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_straight', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white'], ['green']]"
1534,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['red']]"
1535,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'green_car_straight', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['green', 'white'], ['red']]"
1536,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white'], ['red']]"
1537,"{'right': 'white_car_straight', 'down': 'green_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['green'], ['white']]"
1538,"{'right': 'crosswalk', 'down': 'red_car_turn_right', 'left': 'green_car_turn_left', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['red'], ['white']]"
1539,"{'right': 'white_car_turn_left', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['white', 'red'], ['green']]"
1540,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['red', 'white']]"
1541,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['red'], ['white'], ['green']]"
1542,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_straight', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['green'], ['white']]"
1543,"{'right': 'green_car_straight', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red'], ['green']]"
1544,"{'right': 'red_car_straight', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['green'], ['white'], ['red']]"
1545,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_right', 'left': 'white_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['green', 'crosswalk'], ['red'], ['white']]"
1546,"{'right': 'crosswalk', 'down': 'white_car_turn_right', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['white'], ['green']]"
1547,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['white']]"
1548,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'green_car_straight', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['green'], ['white'], ['red']]"
1549,"{'right': 'red_car_turn_left', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'white'], ['red'], ['green']]"
1550,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'red_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'red', 'crosswalk']]"
1551,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'red_car_straight', 'up': 'white_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['green', 'white'], ['red']]"
1552,"{'right': 'white_car_turn_right', 'down': 'red_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['red']]"
1553,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['red', 'green']]"
1554,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['green', 'crosswalk', 'white']]"
1555,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_straight', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk'], ['red']]"
1556,"{'right': 'red_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['white'], ['red']]"
1557,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'green_car_straight', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['green', 'white'], ['red']]"
1558,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'green_car_turn_left', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['green'], ['white'], ['red']]"
1559,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'white_car_straight', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['green', 'white', 'crosswalk']]"
1560,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['green'], ['red']]"
1561,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'green_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['green'], ['white']]"
1562,"{'right': 'green_car_turn_left', 'down': 'white_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk'], ['green']]"
1563,"{'right': 'white_car_straight', 'down': 'red_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['red']]"
1564,"{'right': 'crosswalk', 'down': 'green_car_turn_left', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['red']]"
1565,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'green']]"
1566,"{'right': 'empty', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_straight', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white']]"
1567,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red']]"
1568,"{'right': 'red_car_turn_left', 'down': 'green_car_straight', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['white'], ['red'], ['green']]"
1569,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'crosswalk', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['green'], ['white']]"
1570,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_straight', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['red'], ['green'], ['white']]"
1571,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk', 'green']]"
1572,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_straight', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'white', 'red']]"
1573,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red'], ['white']]"
1574,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_left', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white'], ['green'], ['red']]"
1575,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['red', 'white'], ['green']]"
1576,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['red', 'white']]"
1577,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk'], ['red']]"
1578,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['white']]"
1579,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'white', 'crosswalk']]"
1580,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white'], ['green']]"
1581,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['red']]"
1582,"{'right': 'green_car_turn_right', 'down': 'white_car_turn_left', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green'], ['white'], ['red']]"
1583,"{'right': 'white_car_turn_right', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red'], ['green'], ['white']]"
1584,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['red'], ['green']]"
1585,"{'right': 'empty', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'red']]"
1586,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['white'], ['red']]"
1587,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white'], ['green']]"
1588,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_left', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red', 'white'], ['green']]"
1589,"{'right': 'white_car_turn_right', 'down': 'green_car_straight', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'stop_vertical'}","[['white', 'red'], ['green']]"
1590,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_turn_right', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk'], ['white'], ['green']]"
1591,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red', 'white']]"
1592,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['white'], ['red']]"
1593,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['red']]"
1594,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_straight', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['white']]"
1595,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'red']]"
1596,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'red_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['red'], ['green']]"
1597,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'red_car_turn_right', 'up': 'white_car_straight', 'priority_ruling': 'stop_horizontal'}","[['white', 'green'], ['red']]"
1598,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'green_car_straight', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['red', 'green', 'white']]"
1599,"{'right': 'white_car_straight', 'down': 'green_car_straight', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['green'], ['red'], ['white']]"
1600,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'white', 'green']]"
1601,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'red']]"
1602,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'red_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['white', 'red', 'crosswalk']]"
1603,"{'right': 'empty', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red']]"
1604,"{'right': 'crosswalk', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red']]"
1605,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'crosswalk']]"
1606,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['white']]"
1607,"{'right': 'red_car_straight', 'down': 'green_car_turn_left', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red', 'white'], ['green']]"
1608,"{'right': 'crosswalk', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['green']]"
1609,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'white'], ['green']]"
1610,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_straight', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['red'], ['white']]"
1611,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'red'], ['green']]"
1612,"{'right': 'empty', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'red']]"
1613,"{'right': 'red_car_turn_left', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['red'], ['green']]"
1614,"{'right': 'crosswalk', 'down': 'red_car_turn_left', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['red']]"
1615,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'green']]"
1616,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['white', 'red']]"
1617,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['red']]"
1618,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'green_car_turn_right', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white', 'green', 'red']]"
1619,"{'right': 'crosswalk', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'green'], ['white']]"
1620,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['green'], ['red']]"
1621,"{'right': 'red_car_straight', 'down': 'green_car_turn_left', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red'], ['green'], ['white']]"
1622,"{'right': 'red_car_turn_left', 'down': 'white_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['white']]"
1623,"{'right': 'red_car_turn_left', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['red', 'green', 'crosswalk'], ['white']]"
1624,"{'right': 'red_car_turn_left', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red', 'green']]"
1625,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'green_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk', 'green'], ['white']]"
1626,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red', 'white']]"
1627,"{'right': 'white_car_straight', 'down': 'green_car_turn_left', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white'], ['green'], ['red']]"
1628,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'white_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['red', 'white'], ['green']]"
1629,"{'right': 'green_car_straight', 'down': 'red_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['green'], ['red']]"
1630,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white'], ['red']]"
1631,"{'right': 'white_car_turn_left', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white'], ['green']]"
1632,"{'right': 'white_car_turn_left', 'down': 'red_car_straight', 'left': 'crosswalk', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk'], ['green'], ['white']]"
1633,"{'right': 'green_car_turn_right', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green', 'red']]"
1634,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk']]"
1635,"{'right': 'empty', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red']]"
1636,"{'right': 'green_car_turn_left', 'down': 'white_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['white']]"
1637,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'red']]"
1638,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green'], ['white']]"
1639,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'crosswalk', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['red']]"
1640,"{'right': 'red_car_turn_right', 'down': 'white_car_straight', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['red'], ['white'], ['green']]"
1641,"{'right': 'white_car_turn_left', 'down': 'crosswalk', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'red'], ['white']]"
