,Unnamed: 0,Index,Scenario,Ordering,priority,prolog_priority,prolog_priority_solved
1694,1694,1694,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['white']]",[0 0 1 1],"[[0, 0, 2, 3, 4], [0, 4, 3, 0, 2], [0, 2, 0, 4, 3], [0, 3, 4, 2, 0]]","[1, 0, 1, 1]"
1695,1695,1695,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['green'], ['red']]",[0 0 1 0],"[[0, 4, 0, 1, 4], [0, 4, 1, 4, 0], [0, 0, 4, 4, 1], [0, 1, 4, 0, 4]]","[0, 0, 1, 0]"
1696,1696,1696,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red'], ['green']]",[0 0 1 0],"[[2, 1, 2, 4, 4], [1, 4, 4, 1, 2], [2, 2, 1, 4, 4], [1, 4, 4, 2, 1]]","[0, 0, 1, 0]"
1697,1697,1697,"{'right': 'crosswalk', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['red']]",[1 0 0 0],"[[1, 3, 4, 4, 0], [2, 0, 4, 3, 4], [1, 4, 3, 0, 4], [2, 4, 0, 4, 3]]","[1, 1, 0, 0]"
1698,1698,1698,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['white', 'green', 'crosswalk']]",[0 1 1 1],"[[0, 4, 0, 3, 1], [0, 1, 3, 4, 0], [0, 0, 4, 1, 3], [0, 3, 1, 0, 4]]","[0, 1, 1, 1]"
1699,1699,1699,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['red', 'green']]",[1 0 0 1],"[[1, 0, 4, 0, 4], [2, 4, 0, 0, 4], [1, 4, 0, 4, 0], [2, 0, 4, 4, 0]]","[1, 0, 0, 1]"
1700,1700,1700,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'green']]",[1 0 1 0],"[[2, 1, 1, 4, 4], [1, 4, 4, 1, 1], [2, 1, 1, 4, 4], [1, 4, 4, 1, 1]]","[1, 0, 1, 0]"
1701,1701,1701,"{'right': 'crosswalk', 'down': 'white_car_turn_right', 'left': 'red_car_straight', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'green'], ['white'], ['red']]",[1 0 0 1],"[[0, 3, 2, 0, 0], [0, 0, 0, 3, 2], [0, 2, 3, 0, 0], [0, 0, 0, 2, 3]]","[1, 1, 0, 1]"
1702,1702,1702,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['green'], ['red']]",[1 0 0 0],"[[2, 3, 1, 1, 4], [1, 4, 1, 3, 1], [2, 1, 3, 4, 1], [1, 1, 4, 1, 3]]","[1, 0, 0, 1]"
1703,1703,1703,"{'right': 'white_car_turn_left', 'down': 'red_car_turn_left', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white', 'green'], ['red']]",[1 0 1 0],"[[1, 1, 1, 4, 1], [2, 1, 4, 1, 1], [1, 1, 1, 1, 4], [2, 4, 1, 1, 1]]","[1, 0, 1, 0]"
1704,1704,1704,"{'right': 'green_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['green']]",[0 1 0 1],"[[0, 2, 4, 0, 3], [0, 3, 0, 2, 4], [0, 4, 2, 3, 0], [0, 0, 3, 4, 2]]","[0, 1, 0, 1]"
1705,1705,1705,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['green']]",[0 0 1 0],"[[0, 2, 3, 0, 4], [0, 4, 0, 2, 3], [0, 3, 2, 4, 0], [0, 0, 4, 3, 2]]","[0, 0, 1, 1]"
1706,1706,1706,"{'right': 'crosswalk', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['white']]",[1 0 0 1],"[[2, 3, 4, 2, 0], [1, 0, 2, 3, 4], [2, 4, 3, 0, 2], [1, 2, 0, 4, 3]]","[1, 1, 0, 1]"
1707,1707,1707,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['white']]",[1 0 0 0],"[[2, 3, 2, 4, 4], [1, 4, 4, 3, 2], [2, 2, 3, 4, 4], [1, 4, 4, 2, 3]]","[1, 0, 1, 0]"
1708,1708,1708,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white', 'red']]",[1 0 1 0],"[[1, 2, 2, 4, 4], [2, 4, 4, 2, 2], [1, 2, 2, 4, 4], [2, 4, 4, 2, 2]]","[1, 0, 1, 0]"
1709,1709,1709,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['red']]",[1 0 0 0],"[[1, 3, 4, 1, 4], [2, 4, 1, 3, 4], [1, 4, 3, 4, 1], [2, 1, 4, 4, 3]]","[1, 0, 0, 1]"
1710,1710,1710,"{'right': 'green_car_straight', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['green', 'white'], ['red']]",[1 1 0 0],"[[1, 2, 4, 0, 0], [2, 0, 0, 2, 4], [1, 4, 2, 0, 0], [2, 0, 0, 4, 2]]","[1, 1, 0, 0]"
1711,1711,1711,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['green', 'red']]",[0 1 0 1],"[[1, 4, 4, 1, 1], [2, 1, 1, 4, 4], [1, 4, 4, 1, 1], [2, 1, 1, 4, 4]]","[0, 1, 0, 1]"
1712,1712,1712,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'red_car_turn_left', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['white'], ['green'], ['red']]",[0 0 0 1],"[[0, 4, 1, 0, 1], [0, 1, 0, 4, 1], [0, 1, 4, 1, 0], [0, 0, 1, 1, 4]]","[0, 0, 0, 1]"
1713,1713,1713,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['white'], ['green']]",[0 0 0 1],"[[2, 1, 4, 0, 4], [1, 4, 0, 1, 4], [2, 4, 1, 4, 0], [1, 0, 4, 4, 1]]","[0, 0, 0, 1]"
1714,1714,1714,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'red']]",[0 1 0 1],"[[0, 4, 4, 0, 0], [0, 0, 0, 4, 4], [0, 4, 4, 0, 0], [0, 0, 0, 4, 4]]","[0, 1, 0, 1]"
1715,1715,1715,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white'], ['red']]",[1 1 0 0],"[[1, 3, 4, 1, 2], [2, 2, 1, 3, 4], [1, 4, 3, 2, 1], [2, 1, 2, 4, 3]]","[1, 1, 0, 0]"
1716,1716,1716,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['red'], ['green']]",[0 0 1 0],"[[0, 4, 0, 1, 4], [0, 4, 1, 4, 0], [0, 0, 4, 4, 1], [0, 1, 4, 0, 4]]","[0, 0, 1, 0]"
1717,1717,1717,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'red_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'red', 'white'], ['green']]",[1 1 1 0],"[[1, 3, 0, 1, 1], [2, 1, 1, 3, 0], [1, 0, 3, 1, 1], [2, 1, 1, 0, 3]]","[1, 1, 1, 0]"
1718,1718,1718,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['white']]",[0 1 1 0],"[[0, 4, 3, 0, 0], [0, 0, 0, 4, 3], [0, 3, 4, 0, 0], [0, 0, 0, 3, 4]]","[0, 1, 1, 1]"
1719,1719,1719,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['red', 'crosswalk']]",[0 1 0 1],"[[0, 4, 4, 3, 1], [0, 1, 3, 4, 4], [0, 4, 4, 1, 3], [0, 3, 1, 4, 4]]","[0, 1, 0, 1]"
1720,1720,1720,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'green_car_turn_left', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['white'], ['green'], ['red']]",[0 1 0 0],"[[0, 4, 1, 1, 0], [0, 0, 1, 4, 1], [0, 1, 4, 0, 1], [0, 1, 0, 1, 4]]","[0, 1, 0, 0]"
1721,1721,1721,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'green_car_turn_left', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['green'], ['red'], ['white']]",[0 0 1 0],"[[1, 4, 1, 1, 0], [2, 0, 1, 4, 1], [1, 1, 4, 0, 1], [2, 1, 0, 1, 4]]","[0, 1, 1, 0]"
1722,1722,1722,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['white', 'red'], ['green']]",[1 0 1 0],"[[1, 0, 0, 1, 4], [2, 4, 1, 0, 0], [1, 0, 0, 4, 1], [2, 1, 4, 0, 0]]","[1, 0, 1, 0]"
1723,1723,1723,"{'right': 'red_car_straight', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['red'], ['green']]",[0 0 1 0],"[[1, 2, 3, 4, 1], [2, 1, 4, 2, 3], [1, 3, 2, 1, 4], [2, 4, 1, 3, 2]]","[1, 0, 1, 0]"
1724,1724,1724,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['white', 'red']]",[1 0 0 1],"[[1, 0, 4, 1, 4], [2, 4, 1, 0, 4], [1, 4, 0, 4, 1], [2, 1, 4, 4, 0]]","[1, 0, 0, 1]"
1725,1725,1725,"{'right': 'empty', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['red']]",[0 1 0 0],"[[1, 4, 4, 2, 3], [2, 3, 2, 4, 4], [1, 4, 4, 3, 2], [2, 2, 3, 4, 4]]","[0, 1, 0, 1]"
1726,1726,1726,"{'right': 'green_car_turn_right', 'down': 'white_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green', 'white', 'crosswalk']]",[1 1 1 0],"[[2, 0, 3, 4, 0], [1, 0, 4, 0, 3], [2, 3, 0, 0, 4], [1, 4, 0, 3, 0]]","[1, 1, 1, 0]"
1727,1727,1727,"{'right': 'green_car_turn_right', 'down': 'red_car_turn_left', 'left': 'white_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white'], ['green'], ['red']]",[0 0 1 1],"[[1, 0, 2, 3, 1], [2, 1, 3, 0, 2], [1, 2, 0, 1, 3], [2, 3, 1, 2, 0]]","[1, 0, 1, 1]"
1728,1728,1728,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['green']]",[0 0 0 1],"[[0, 4, 1, 3, 2], [0, 2, 3, 4, 1], [0, 1, 4, 2, 3], [0, 3, 2, 1, 4]]","[0, 1, 0, 1]"
1729,1729,1729,"{'right': 'white_car_straight', 'down': 'red_car_straight', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white'], ['red'], ['green']]",[1 0 0 0],"[[0, 2, 1, 4, 2], [0, 2, 4, 2, 1], [0, 1, 2, 2, 4], [0, 4, 2, 1, 2]]","[1, 0, 0, 0]"
1730,1730,1730,"{'right': 'green_car_turn_right', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['green', 'crosswalk', 'red'], ['white']]",[1 1 0 1],"[[2, 0, 1, 0, 3], [1, 3, 0, 0, 1], [2, 1, 0, 3, 0], [1, 0, 3, 1, 0]]","[1, 1, 0, 1]"
1731,1731,1731,"{'right': 'empty', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk'], ['white']]",[0 0 1 0],"[[0, 4, 3, 0, 4], [0, 4, 0, 4, 3], [0, 3, 4, 4, 0], [0, 0, 4, 3, 4]]","[0, 0, 1, 1]"
1732,1732,1732,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'green'], ['white']]",[0 1 1 0],"[[1, 4, 3, 0, 2], [2, 2, 0, 4, 3], [1, 3, 4, 2, 0], [2, 0, 2, 3, 4]]","[0, 1, 1, 1]"
1733,1733,1733,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'red_car_turn_left', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['white', 'green', 'crosswalk'], ['red']]",[1 1 0 1],"[[2, 3, 1, 2, 2], [1, 2, 2, 3, 1], [2, 1, 3, 2, 2], [1, 2, 2, 1, 3]]","[1, 1, 0, 1]"
1734,1734,1734,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green'], ['red']]",[0 1 0 0],"[[0, 4, 2, 4, 1], [0, 1, 4, 4, 2], [0, 2, 4, 1, 4], [0, 4, 1, 2, 4]]","[0, 1, 0, 0]"
1735,1735,1735,"{'right': 'white_car_straight', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['red', 'green'], ['white']]",[0 1 0 1],"[[0, 2, 4, 2, 0], [0, 0, 2, 2, 4], [0, 4, 2, 0, 2], [0, 2, 0, 4, 2]]","[0, 1, 0, 1]"
1736,1736,1736,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'white_car_straight', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white', 'green'], ['red']]",[0 0 1 1],"[[1, 4, 2, 0, 2], [2, 2, 0, 4, 2], [1, 2, 4, 2, 0], [2, 0, 2, 2, 4]]","[0, 0, 1, 1]"
1737,1737,1737,"{'right': 'green_car_straight', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white'], ['green']]",[0 1 0 0],"[[2, 2, 4, 4, 1], [1, 1, 4, 2, 4], [2, 4, 2, 1, 4], [1, 4, 1, 4, 2]]","[1, 1, 0, 0]"
1738,1738,1738,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'white_car_straight', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['green'], ['red'], ['white']]",[0 0 0 1],"[[0, 4, 2, 0, 1], [0, 1, 0, 4, 2], [0, 2, 4, 1, 0], [0, 0, 1, 2, 4]]","[0, 0, 0, 1]"
1739,1739,1739,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'white_car_straight', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'green'], ['white']]",[0 1 1 0],"[[1, 4, 2, 2, 3], [2, 3, 2, 4, 2], [1, 2, 4, 3, 2], [2, 2, 3, 2, 4]]","[0, 1, 1, 0]"
1740,1740,1740,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['white', 'crosswalk'], ['red']]",[0 1 1 0],"[[2, 4, 3, 1, 2], [1, 2, 1, 4, 3], [2, 3, 4, 2, 1], [1, 1, 2, 3, 4]]","[0, 1, 1, 0]"
1741,1741,1741,"{'right': 'white_car_turn_right', 'down': 'green_car_straight', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white'], ['red'], ['green']]",[1 0 0 0],"[[1, 0, 1, 4, 2], [2, 2, 4, 0, 1], [1, 1, 0, 2, 4], [2, 4, 2, 1, 0]]","[1, 1, 0, 0]"
1742,1742,1742,"{'right': 'green_car_turn_left', 'down': 'red_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['red']]",[1 0 0 1],"[[1, 1, 4, 3, 2], [2, 2, 3, 1, 4], [1, 4, 1, 2, 3], [2, 3, 2, 4, 1]]","[1, 1, 0, 1]"
1743,1743,1743,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_right', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['red', 'white', 'crosswalk', 'green']]",[1 1 1 1],"[[0, 0, 3, 2, 0], [0, 0, 2, 0, 3], [0, 3, 0, 0, 2], [0, 2, 0, 3, 0]]","[1, 1, 1, 1]"
1744,1744,1744,"{'right': 'green_car_turn_right', 'down': 'red_car_turn_left', 'left': 'white_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['green'], ['red']]",[0 0 1 1],"[[0, 0, 0, 3, 1], [0, 1, 3, 0, 0], [0, 0, 0, 1, 3], [0, 3, 1, 0, 0]]","[1, 0, 1, 1]"
1745,1745,1745,"{'right': 'crosswalk', 'down': 'red_car_straight', 'left': 'white_car_turn_left', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'white'], ['red'], ['green']]",[1 0 1 0],"[[1, 3, 1, 1, 2], [2, 2, 1, 3, 1], [1, 1, 3, 2, 1], [2, 1, 2, 1, 3]]","[1, 1, 1, 0]"
1746,1746,1746,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'red_car_turn_right', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white', 'red', 'green']]",[0 1 1 1],"[[1, 4, 0, 0, 2], [2, 2, 0, 4, 0], [1, 0, 4, 2, 0], [2, 0, 2, 0, 4]]","[0, 1, 1, 1]"
1747,1747,1747,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_straight', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white'], ['red']]",[0 0 1 1],"[[2, 2, 3, 2, 4], [1, 4, 2, 2, 3], [2, 3, 2, 4, 2], [1, 2, 4, 3, 2]]","[0, 0, 1, 1]"
1748,1748,1748,"{'right': 'white_car_straight', 'down': 'green_car_straight', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white', 'red'], ['green']]",[1 0 1 0],"[[1, 2, 2, 4, 2], [2, 2, 4, 2, 2], [1, 2, 2, 2, 4], [2, 4, 2, 2, 2]]","[1, 0, 1, 0]"
1749,1749,1749,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'white', 'green']]",[1 0 1 1],"[[0, 3, 0, 0, 4], [0, 4, 0, 3, 0], [0, 0, 3, 4, 0], [0, 0, 4, 0, 3]]","[1, 0, 1, 1]"
1750,1750,1750,"{'right': 'crosswalk', 'down': 'green_car_straight', 'left': 'red_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'green', 'red', 'white']]",[1 1 1 1],"[[1, 3, 0, 0, 2], [2, 2, 0, 3, 0], [1, 0, 3, 2, 0], [2, 0, 2, 0, 3]]","[1, 1, 1, 1]"
1751,1751,1751,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'red_car_turn_left', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['red'], ['green']]",[1 1 0 0],"[[0, 3, 1, 2, 2], [0, 2, 2, 3, 1], [0, 1, 3, 2, 2], [0, 2, 2, 1, 3]]","[1, 1, 0, 0]"
1752,1752,1752,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['white'], ['green']]",[0 1 0 0],"[[0, 4, 4, 1, 0], [0, 0, 1, 4, 4], [0, 4, 4, 0, 1], [0, 1, 0, 4, 4]]","[0, 1, 0, 0]"
1753,1753,1753,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'green_car_straight', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['red'], ['white'], ['green']]",[0 1 0 0],"[[2, 4, 2, 1, 0], [1, 0, 1, 4, 2], [2, 2, 4, 0, 1], [1, 1, 0, 2, 4]]","[0, 1, 1, 0]"
1754,1754,1754,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'green_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk'], ['white'], ['green']]",[0 0 0 1],"[[0, 4, 2, 3, 2], [0, 2, 3, 4, 2], [0, 2, 4, 2, 3], [0, 3, 2, 2, 4]]","[0, 1, 0, 1]"
1755,1755,1755,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['red', 'white'], ['green']]",[0 0 1 1],"[[2, 1, 0, 0, 4], [1, 4, 0, 1, 0], [2, 0, 1, 4, 0], [1, 0, 4, 0, 1]]","[0, 0, 1, 1]"
1756,1756,1756,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red'], ['white']]",[0 0 1 0],"[[0, 1, 2, 4, 4], [0, 4, 4, 1, 2], [0, 2, 1, 4, 4], [0, 4, 4, 2, 1]]","[0, 0, 1, 0]"
1757,1757,1757,"{'right': 'green_car_straight', 'down': 'white_car_straight', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'red'], ['green']]",[0 1 1 0],"[[2, 2, 0, 4, 2], [1, 2, 4, 2, 0], [2, 0, 2, 2, 4], [1, 4, 2, 0, 2]]","[0, 1, 1, 0]"
1758,1758,1758,"{'right': 'red_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk']]",[1 1 0 0],"[[1, 2, 4, 4, 3], [2, 3, 4, 2, 4], [1, 4, 2, 3, 4], [2, 4, 3, 4, 2]]","[1, 1, 0, 0]"
1759,1759,1759,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green', 'white']]",[0 1 1 0],"[[2, 4, 0, 4, 0], [1, 0, 4, 4, 0], [2, 0, 4, 0, 4], [1, 4, 0, 0, 4]]","[0, 1, 1, 0]"
1760,1760,1760,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red'], ['green']]",[0 0 1 1],"[[2, 2, 3, 2, 4], [1, 4, 2, 2, 3], [2, 3, 2, 4, 2], [1, 2, 4, 3, 2]]","[0, 0, 1, 1]"
1761,1761,1761,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'white_car_straight', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['white'], ['green'], ['red']]",[0 0 1 0],"[[0, 1, 2, 2, 4], [0, 4, 2, 1, 2], [0, 2, 1, 4, 2], [0, 2, 4, 2, 1]]","[0, 0, 1, 0]"
1762,1762,1762,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['green'], ['white']]",[0 0 1 0],"[[2, 2, 3, 0, 4], [1, 4, 0, 2, 3], [2, 3, 2, 4, 0], [1, 0, 4, 3, 2]]","[1, 0, 1, 1]"
1763,1763,1763,"{'right': 'white_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green'], ['white']]",[0 1 0 0],"[[0, 1, 4, 2, 3], [0, 3, 2, 1, 4], [0, 4, 1, 3, 2], [0, 2, 3, 4, 1]]","[0, 1, 0, 1]"
1764,1764,1764,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_straight', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['white'], ['green']]",[1 0 0 0],"[[1, 3, 2, 1, 4], [2, 4, 1, 3, 2], [1, 2, 3, 4, 1], [2, 1, 4, 2, 3]]","[1, 0, 1, 0]"
1765,1765,1765,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white', 'red']]",[0 0 1 1],"[[1, 4, 1, 0, 4], [2, 4, 0, 4, 1], [1, 1, 4, 4, 0], [2, 0, 4, 1, 4]]","[0, 0, 1, 1]"
1766,1766,1766,"{'right': 'red_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['red', 'crosswalk', 'green']]",[1 1 0 1],"[[0, 0, 4, 0, 3], [0, 3, 0, 0, 4], [0, 4, 0, 3, 0], [0, 0, 3, 4, 0]]","[1, 1, 0, 1]"
1767,1767,1767,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['green'], ['white']]",[0 0 0 1],"[[0, 4, 4, 0, 1], [0, 1, 0, 4, 4], [0, 4, 4, 1, 0], [0, 0, 1, 4, 4]]","[0, 0, 0, 1]"
1768,1768,1768,"{'right': 'white_car_straight', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'green'], ['white']]",[0 1 1 0],"[[2, 2, 3, 4, 0], [1, 0, 4, 2, 3], [2, 3, 2, 0, 4], [1, 4, 0, 3, 2]]","[1, 1, 1, 0]"
1769,1769,1769,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_straight', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['red'], ['white']]",[1 0 0 0],"[[1, 3, 2, 1, 4], [2, 4, 1, 3, 2], [1, 2, 3, 4, 1], [2, 1, 4, 2, 3]]","[1, 0, 1, 0]"
